/* DATA DESCRIPTION:
Citation:	Wirth, Stefanie B; Glur, Lukas; Gilli, Adrian; Anselmetti, Flavio S (2013): Holocene flood activity data for the Northern and Southern Central Alps reconstructed from lake sediments. PANGAEA, https://doi.org/10.1594/PANGAEA.823415, 
	In supplement to: Wirth, SB et al. (2013): Holocene flood frequency across the Central Alps - solar forcing and evidence for variations in North Atlantic atmospheric circulation. Quaternary Science Reviews, 80, 112-128, https://doi.org/10.1016/j.quascirev.2013.09.002
Parameter(s):	AGE [ka BP] (Age) * GEOCODE
	Flood activity [%] (Flood act) * PI: Wirth, Stefanie B (https://orcid.org/0000-0002-1276-8506, stefanie.wirth@alumni.ethz.ch) * METHOD/DEVICE: Lowpass filtered, 100a * COMMENT: Northern Alps (optional Event Labels N1 to N10)
	Flood activity [%] (Flood act) * PI: Wirth, Stefanie B (https://orcid.org/0000-0002-1276-8506, stefanie.wirth@alumni.ethz.ch) * METHOD/DEVICE: Lowpass filtered, 100a * COMMENT: Southern Alps (optional Event Labels S1 to S5)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	20122 data points
*/
Age [ka BP]	Flood act [%] (Northern Alps (optional Event...)	Flood act [%] (Southern Alps (optional Event...)
5.508	28.49	21.40
5.509	28.56	21.35
5.510	28.62	21.31
5.511	28.67	21.28
5.512	28.70	21.27
5.513	28.72	21.27
5.514	28.72	21.28
5.515	28.71	21.30
5.516	28.68	21.33
5.517	28.63	21.37
5.518	28.58	21.40
5.519	28.52	21.45
5.520	28.45	21.49
5.521	28.38	21.54
5.522	28.30	21.60
5.523	28.22	21.65
5.524	28.13	21.71
5.525	28.05	21.78
5.526	27.96	21.85
5.527	27.88	21.92
5.528	27.80	21.99
5.529	27.72	22.07
5.530	27.65	22.14
5.531	27.57	22.22
5.532	27.49	22.29
5.533	27.41	22.36
5.534	27.33	22.43
5.535	27.23	22.50
5.536	27.12	22.56
5.537	26.99	22.63
5.538	26.85	22.70
5.539	26.70	22.77
5.540	26.53	22.84
5.541	26.36	22.92
5.542	26.18	23.01
5.543	26.00	23.10
5.544	25.80	23.20
5.545	25.61	23.31
5.546	25.41	23.42
5.547	25.21	23.55
5.548	25.01	23.67
5.549	24.81	23.81
5.550	24.60	23.95
5.551	24.40	24.10
5.552	24.20	24.25
5.553	23.99	24.40
5.554	23.79	24.55
5.555	23.59	24.70
5.556	23.39	24.85
5.557	23.19	25.00
5.558	22.99	25.14
5.559	22.79	25.28
5.560	22.58	25.41
5.561	22.37	25.53
5.562	22.15	25.64
5.563	21.93	25.75
5.564	21.70	25.85
5.565	21.45	25.94
5.566	21.19	26.02
5.567	20.91	26.10
5.568	20.62	26.18
5.569	20.31	26.25
5.570	19.98	26.32
5.571	19.65	26.38
5.572	19.30	26.44
5.573	18.94	26.49
5.574	18.59	26.54
5.575	18.24	26.59
5.576	17.90	26.63
5.577	17.57	26.67
5.578	17.27	26.71
5.579	16.99	26.74
5.580	16.74	26.77
5.581	16.52	26.80
5.582	16.33	26.83
5.583	16.18	26.87
5.584	16.07	26.90
5.585	16.00	26.94
5.586	15.98	26.98
5.587	16.00	27.01
5.588	16.06	27.05
5.589	16.18	27.09
5.590	16.33	27.12
5.591	16.54	27.14
5.592	16.80	27.16
5.593	17.10	27.18
5.594	17.46	27.19
5.595	17.86	27.18
5.596	18.31	27.17
5.597	18.80	27.15
5.598	19.34	27.12
5.599	19.93	27.08
5.600	20.55	27.02
5.601	21.21	26.95
5.602	21.91	26.87
5.603	22.64	26.77
5.604	23.40	26.66
5.605	24.18	26.53
5.606	24.98	26.40
5.607	25.79	26.26
5.608	26.61	26.11
5.609	27.43	25.96
5.610	28.24	25.80
5.611	29.05	25.65
5.612	29.85	25.50
5.613	30.63	25.35
5.614	31.41	25.20
5.615	32.17	25.06
5.616	32.93	24.93
5.617	33.67	24.79
5.618	34.41	24.66
5.619	35.15	24.53
5.620	35.88	24.40
5.621	36.62	24.27
5.622	37.36	24.14
5.623	38.10	24.01
5.624	38.85	23.87
5.625	39.60	23.73
5.626	40.36	23.59
5.627	41.12	23.44
5.628	41.88	23.29
5.629	42.64	23.14
5.630	43.40	22.99
5.631	44.16	22.84
5.632	44.91	22.69
5.633	45.66	22.54
5.634	46.39	22.38
5.635	47.11	22.23
5.636	47.80	22.07
5.637	48.47	21.91
5.638	49.11	21.74
5.639	49.71	21.57
5.640	50.27	21.40
5.641	50.78	21.23
5.642	51.23	21.05
5.643	51.63	20.87
5.644	51.96	20.70
5.645	52.24	20.53
5.646	52.45	20.37
5.647	52.60	20.22
5.648	52.68	20.07
5.649	52.70	19.93
5.650	52.65	19.80
5.651	52.52	19.68
5.652	52.32	19.57
5.653	52.04	19.47
5.654	51.68	19.38
5.655	51.24	19.30
5.656	50.73	19.21
5.657	50.15	19.14
5.658	49.49	19.06
5.659	48.75	18.99
5.660	47.94	18.92
5.661	47.07	18.86
5.662	46.14	18.79
5.663	45.15	18.73
5.664	44.12	18.66
5.665	43.05	18.60
5.666	41.95	18.55
5.667	40.82	18.49
5.668	39.66	18.44
5.669	38.50	18.38
5.670	37.32	18.33
5.671	36.13	18.27
5.672	34.94	18.22
5.673	33.76	18.15
5.674	32.60	18.09
5.675	31.44	18.02
5.676	30.31	17.94
5.677	29.20	17.86
5.678	28.12	17.78
5.679	27.06	17.69
5.680	26.03	17.60
5.681	25.04	17.51
5.682	24.08	17.42
5.683	23.15	17.32
5.684	22.26	17.23
5.685	21.41	17.14
5.686	20.59	17.06
5.687	19.80	16.99
5.688	19.05	16.92
5.689	18.33	16.86
5.690	17.65	16.81
5.691	16.99	16.77
5.692	16.36	16.74
5.693	15.76	16.72
5.694	15.18	16.72
5.695	14.63	16.73
5.696	14.10	16.75
5.697	13.60	16.78
5.698	13.12	16.82
5.699	12.67	16.88
5.700	12.25	16.95
5.701	11.86	17.02
5.702	11.50	17.11
5.703	11.17	17.20
5.704	10.88	17.29
5.705	10.61	17.39
5.706	10.38	17.49
5.707	10.18	17.60
5.708	10.02	17.71
5.709	9.90	17.82
5.710	9.80	17.93
5.711	9.74	18.05
5.712	9.72	18.17
5.713	9.72	18.29
5.714	9.76	18.41
5.715	9.82	18.54
5.716	9.91	18.67
5.717	10.04	18.79
5.718	10.19	18.92
5.719	10.36	19.04
5.720	10.56	19.17
5.721	10.78	19.29
5.722	11.02	19.42
5.723	11.28	19.54
5.724	11.57	19.65
5.725	11.86	19.77
5.726	12.18	19.88
5.727	12.52	19.99
5.728	12.87	20.10
5.729	13.24	20.20
5.730	13.62	20.30
5.731	14.02	20.40
5.732	14.42	20.49
5.733	14.84	20.58
5.734	15.26	20.66
5.735	15.69	20.74
5.736	16.11	20.81
5.737	16.54	20.87
5.738	16.96	20.92
5.739	17.38	20.97
5.740	17.79	21.00
5.741	18.19	21.03
5.742	18.57	21.05
5.743	18.94	21.06
5.744	19.29	21.06
5.745	19.61	21.06
5.746	19.90	21.06
5.747	20.16	21.05
5.748	20.37	21.04
5.749	20.54	21.02
5.750	20.65	21.01
5.751	20.72	21.00
5.752	20.73	20.99
5.753	20.68	20.97
5.754	20.58	20.96
5.755	20.42	20.95
5.756	20.21	20.94
5.757	19.95	20.93
5.758	19.64	20.92
5.759	19.29	20.91
5.760	18.92	20.90
5.761	18.51	20.89
5.762	18.09	20.88
5.763	17.65	20.87
5.764	17.20	20.86
5.765	16.75	20.86
5.766	16.29	20.85
5.767	15.84	20.86
5.768	15.39	20.86
5.769	14.95	20.86
5.770	14.52	20.87
5.771	14.10	20.88
5.772	13.70	20.88
5.773	13.32	20.88
5.774	12.96	20.88
5.775	12.61	20.88
5.776	12.29	20.87
5.777	11.99	20.86
5.778	11.72	20.84
5.779	11.46	20.82
5.780	11.23	20.79
5.781	11.02	20.75
5.782	10.83	20.71
5.783	10.66	20.66
5.784	10.51	20.61
5.785	10.38	20.56
5.786	10.27	20.50
5.787	10.17	20.44
5.788	10.10	20.38
5.789	10.05	20.31
5.790	10.01	20.24
5.791	9.99	20.16
5.792	9.99	20.09
5.793	10.01	20.01
5.794	10.06	19.93
5.795	10.13	19.85
5.796	10.23	19.77
5.797	10.35	19.71
5.798	10.51	19.65
5.799	10.70	19.61
5.800	10.92	19.58
5.801	11.18	19.56
5.802	11.47	19.57
5.803	11.80	19.59
5.804	12.16	19.64
5.805	12.55	19.70
5.806	12.98	19.79
5.807	13.44	19.90
5.808	13.93	20.03
5.809	14.45	20.19
5.810	15.00	20.38
5.811	15.57	20.59
5.812	16.17	20.82
5.813	16.79	21.07
5.814	17.42	21.35
5.815	18.07	21.65
5.816	18.73	21.96
5.817	19.40	22.30
5.818	20.06	22.64
5.819	20.72	23.00
5.820	21.38	23.37
5.821	22.01	23.74
5.822	22.63	24.12
5.823	23.23	24.49
5.824	23.80	24.87
5.825	24.34	25.24
5.826	24.85	25.61
5.827	25.33	25.98
5.828	25.77	26.33
5.829	26.17	26.68
5.830	26.53	27.02
5.831	26.83	27.34
5.832	27.08	27.65
5.833	27.28	27.95
5.834	27.43	28.23
5.835	27.54	28.49
5.836	27.60	28.74
5.837	27.62	28.97
5.838	27.61	29.18
5.839	27.56	29.37
5.840	27.50	29.56
5.841	27.41	29.72
5.842	27.31	29.88
5.843	27.19	30.02
5.844	27.07	30.15
5.845	26.93	30.26
5.846	26.79	30.37
5.847	26.65	30.46
5.848	26.50	30.55
5.849	26.34	30.62
5.850	26.19	30.68
5.851	26.03	30.74
5.852	25.86	30.78
5.853	25.70	30.82
5.854	25.54	30.85
5.855	25.39	30.88
5.856	25.24	30.89
5.857	25.09	30.89
5.858	24.95	30.88
5.859	24.82	30.85
5.860	24.69	30.81
5.861	24.56	30.76
5.862	24.43	30.69
5.863	24.30	30.60
5.864	24.17	30.50
5.865	24.03	30.38
5.866	23.90	30.25
5.867	23.75	30.11
5.868	23.61	29.96
5.869	23.46	29.80
5.870	23.30	29.63
5.871	23.13	29.44
5.872	22.97	29.25
5.873	22.80	29.05
5.874	22.63	28.83
5.875	22.48	28.62
5.876	22.34	28.39
5.877	22.21	28.17
5.878	22.11	27.94
5.879	22.03	27.70
5.880	21.97	27.47
5.881	21.94	27.24
5.882	21.94	27.02
5.883	21.98	26.80
5.884	22.04	26.58
5.885	22.14	26.36
5.886	22.26	26.15
5.887	22.42	25.95
5.888	22.61	25.74
5.889	22.83	25.55
5.890	23.07	25.35
5.891	23.34	25.16
5.892	23.64	24.96
5.893	23.95	24.77
5.894	24.29	24.57
5.895	24.65	24.37
5.896	25.02	24.16
5.897	25.41	23.94
5.898	25.80	23.73
5.899	26.21	23.51
5.900	26.61	23.28
5.901	27.01	23.06
5.902	27.41	22.83
5.903	27.78	22.60
5.904	28.14	22.38
5.905	28.47	22.16
5.906	28.76	21.94
5.907	29.01	21.73
5.908	29.21	21.53
5.909	29.36	21.34
5.910	29.44	21.16
5.911	29.46	20.99
5.912	29.42	20.84
5.913	29.33	20.70
5.914	29.18	20.58
5.915	29.00	20.47
5.916	28.78	20.37
5.917	28.52	20.30
5.918	28.24	20.24
5.919	27.93	20.21
5.920	27.60	20.19
5.921	27.25	20.20
5.922	26.88	20.22
5.923	26.49	20.27
5.924	26.09	20.34
5.925	25.67	20.44
5.926	25.24	20.55
5.927	24.81	20.68
5.928	24.36	20.83
5.929	23.91	21.00
5.930	23.44	21.19
5.931	22.97	21.39
5.932	22.50	21.61
5.933	22.03	21.84
5.934	21.56	22.08
5.935	21.10	22.33
5.936	20.65	22.59
5.937	20.22	22.85
5.938	19.81	23.12
5.939	19.42	23.40
5.940	19.05	23.68
5.941	18.70	23.97
5.942	18.38	24.27
5.943	18.08	24.57
5.944	17.81	24.87
5.945	17.57	25.16
5.946	17.35	25.46
5.947	17.15	25.75
5.948	16.98	26.04
5.949	16.83	26.32
5.950	16.70	26.59
5.951	16.58	26.84
5.952	16.49	27.09
5.953	16.40	27.32
5.954	16.32	27.54
5.955	16.25	27.74
5.956	16.18	27.92
5.957	16.10	28.07
5.958	16.03	28.21
5.959	15.95	28.32
5.960	15.85	28.41
5.961	15.76	28.47
5.962	15.65	28.51
5.963	15.55	28.52
5.964	15.44	28.50
5.965	15.34	28.46
5.966	15.24	28.39
5.967	15.15	28.30
5.968	15.06	28.19
5.969	15.00	28.06
5.970	14.94	27.90
5.971	14.91	27.74
5.972	14.90	27.55
5.973	14.91	27.36
5.974	14.95	27.15
5.975	15.01	26.93
5.976	15.11	26.71
5.977	15.24	26.48
5.978	15.41	26.24
5.979	15.61	26.00
5.980	15.85	25.75
5.981	16.12	25.51
5.982	16.43	25.27
5.983	16.77	25.03
5.984	17.15	24.79
5.985	17.57	24.56
5.986	18.01	24.34
5.987	18.49	24.13
5.988	19.00	23.93
5.989	19.53	23.75
5.990	20.08	23.58
5.991	20.66	23.43
5.992	21.25	23.29
5.993	21.85	23.18
5.994	22.46	23.09
5.995	23.07	23.01
5.996	23.69	22.96
5.997	24.31	22.93
5.998	24.92	22.91
5.999	25.52	22.91
6.000	26.12	22.93
6.001	26.71	22.96
6.002	27.27	23.00
6.003	27.82	23.05
6.004	28.35	23.11
6.005	28.85	23.18
6.006	29.32	23.26
6.007	29.76	23.33
6.008	30.17	23.42
6.009	30.54	23.50
6.010	30.89	23.59
6.011	31.19	23.67
6.012	31.48	23.74
6.013	31.74	23.81
6.014	31.98	23.87
6.015	32.22	23.92
6.016	32.45	23.96
6.017	32.67	23.99
6.018	32.89	24.00
6.019	33.11	24.00
6.020	33.34	23.98
6.021	33.57	23.95
6.022	33.81	23.91
6.023	34.05	23.86
6.024	34.31	23.79
6.025	34.58	23.71
6.026	34.87	23.63
6.027	35.16	23.53
6.028	35.46	23.44
6.029	35.77	23.33
6.030	36.09	23.23
6.031	36.41	23.12
6.032	36.73	23.01
6.033	37.06	22.90
6.034	37.39	22.80
6.035	37.71	22.69
6.036	38.02	22.60
6.037	38.31	22.51
6.038	38.59	22.42
6.039	38.84	22.34
6.040	39.06	22.27
6.041	39.24	22.20
6.042	39.38	22.14
6.043	39.47	22.09
6.044	39.50	22.05
6.045	39.49	22.01
6.046	39.43	21.98
6.047	39.31	21.96
6.048	39.14	21.95
6.049	38.91	21.94
6.050	38.62	21.95
6.051	38.26	21.96
6.052	37.85	21.99
6.053	37.37	22.02
6.054	36.83	22.07
6.055	36.23	22.13
6.056	35.57	22.19
6.057	34.85	22.26
6.058	34.09	22.34
6.059	33.29	22.43
6.060	32.45	22.52
6.061	31.59	22.61
6.062	30.70	22.71
6.063	29.79	22.81
6.064	28.87	22.91
6.065	27.96	23.00
6.066	27.04	23.10
6.067	26.13	23.19
6.068	25.23	23.28
6.069	24.35	23.36
6.070	23.49	23.43
6.071	22.66	23.49
6.072	21.87	23.55
6.073	21.11	23.59
6.074	20.38	23.62
6.075	19.71	23.64
6.076	19.07	23.64
6.077	18.49	23.63
6.078	17.95	23.60
6.079	17.46	23.57
6.080	17.03	23.51
6.081	16.65	23.45
6.082	16.32	23.38
6.083	16.04	23.30
6.084	15.81	23.21
6.085	15.64	23.11
6.086	15.51	23.01
6.087	15.44	22.91
6.088	15.41	22.79
6.089	15.43	22.68
6.090	15.49	22.56
6.091	15.60	22.44
6.092	15.75	22.32
6.093	15.94	22.20
6.094	16.17	22.08
6.095	16.44	21.97
6.096	16.74	21.86
6.097	17.08	21.75
6.098	17.45	21.64
6.099	17.84	21.54
6.100	18.26	21.45
6.101	18.70	21.36
6.102	19.16	21.27
6.103	19.64	21.19
6.104	20.14	21.11
6.105	20.67	21.04
6.106	21.22	20.98
6.107	21.80	20.93
6.108	22.40	20.89
6.109	23.02	20.86
6.110	23.66	20.84
6.111	24.32	20.83
6.112	24.99	20.83
6.113	25.68	20.84
6.114	26.38	20.85
6.115	27.09	20.86
6.116	27.82	20.88
6.117	28.55	20.90
6.118	29.29	20.92
6.119	30.03	20.93
6.120	30.79	20.94
6.121	31.55	20.94
6.122	32.31	20.93
6.123	33.08	20.91
6.124	33.85	20.88
6.125	34.61	20.83
6.126	35.37	20.78
6.127	36.13	20.70
6.128	36.87	20.62
6.129	37.60	20.51
6.130	38.32	20.39
6.131	39.03	20.25
6.132	39.71	20.09
6.133	40.38	19.92
6.134	41.02	19.73
6.135	41.63	19.52
6.136	42.21	19.30
6.137	42.76	19.07
6.138	43.26	18.83
6.139	43.72	18.57
6.140	44.12	18.32
6.141	44.46	18.05
6.142	44.75	17.79
6.143	44.98	17.53
6.144	45.15	17.27
6.145	45.26	17.02
6.146	45.32	16.77
6.147	45.32	16.53
6.148	45.28	16.30
6.149	45.18	16.08
6.150	45.04	15.88
6.151	44.85	15.69
6.152	44.62	15.51
6.153	44.36	15.34
6.154	44.06	15.20
6.155	43.73	15.06
6.156	43.38	14.94
6.157	43.01	14.84
6.158	42.62	14.76
6.159	42.22	14.69
6.160	41.81	14.64
6.161	41.38	14.60
6.162	40.95	14.59
6.163	40.51	14.58
6.164	40.06	14.60
6.165	39.62	14.63
6.166	39.17	14.68
6.167	38.72	14.75
6.168	38.27	14.84
6.169	37.81	14.95
6.170	37.35	15.09
6.171	36.89	15.25
6.172	36.42	15.43
6.173	35.94	15.63
6.174	35.46	15.86
6.175	34.97	16.11
6.176	34.48	16.38
6.177	33.99	16.68
6.178	33.50	16.99
6.179	33.03	17.33
6.180	32.57	17.69
6.181	32.12	18.07
6.182	31.70	18.46
6.183	31.30	18.87
6.184	30.92	19.30
6.185	30.57	19.74
6.186	30.24	20.20
6.187	29.95	20.66
6.188	29.69	21.13
6.189	29.46	21.60
6.190	29.27	22.08
6.191	29.11	22.56
6.192	28.98	23.05
6.193	28.89	23.53
6.194	28.84	24.00
6.195	28.82	24.47
6.196	28.84	24.93
6.197	28.89	25.37
6.198	28.96	25.80
6.199	29.07	26.21
6.200	29.19	26.60
6.201	29.34	26.97
6.202	29.49	27.31
6.203	29.66	27.62
6.204	29.83	27.91
6.205	30.01	28.16
6.206	30.19	28.37
6.207	30.37	28.55
6.208	30.55	28.69
6.209	30.74	28.79
6.210	30.92	28.84
6.211	31.11	28.86
6.212	31.31	28.84
6.213	31.50	28.77
6.214	31.70	28.67
6.215	31.89	28.54
6.216	32.07	28.36
6.217	32.24	28.15
6.218	32.40	27.91
6.219	32.54	27.63
6.220	32.66	27.32
6.221	32.74	26.99
6.222	32.80	26.63
6.223	32.83	26.24
6.224	32.82	25.84
6.225	32.79	25.42
6.226	32.73	24.98
6.227	32.64	24.53
6.228	32.52	24.07
6.229	32.38	23.60
6.230	32.22	23.13
6.231	32.05	22.66
6.232	31.86	22.20
6.233	31.65	21.74
6.234	31.44	21.29
6.235	31.22	20.85
6.236	31.00	20.43
6.237	30.79	20.02
6.238	30.58	19.63
6.239	30.40	19.25
6.240	30.23	18.90
6.241	30.08	18.57
6.242	29.96	18.25
6.243	29.87	17.96
6.244	29.80	17.69
6.245	29.77	17.44
6.246	29.76	17.21
6.247	29.79	17.01
6.248	29.85	16.82
6.249	29.94	16.66
6.250	30.07	16.52
6.251	30.24	16.40
6.252	30.43	16.30
6.253	30.66	16.22
6.254	30.92	16.17
6.255	31.21	16.13
6.256	31.52	16.12
6.257	31.85	16.12
6.258	32.20	16.14
6.259	32.56	16.18
6.260	32.94	16.22
6.261	33.32	16.29
6.262	33.71	16.36
6.263	34.11	16.45
6.264	34.50	16.54
6.265	34.88	16.64
6.266	35.25	16.75
6.267	35.60	16.86
6.268	35.92	16.97
6.269	36.20	17.08
6.270	36.44	17.19
6.271	36.63	17.31
6.272	36.75	17.42
6.273	36.80	17.53
6.274	36.76	17.65
6.275	36.64	17.76
6.276	36.43	17.87
6.277	36.13	17.98
6.278	35.76	18.09
6.279	35.31	18.20
6.280	34.78	18.30
6.281	34.19	18.40
6.282	33.54	18.50
6.283	32.83	18.60
6.284	32.08	18.69
6.285	31.29	18.77
6.286	30.47	18.85
6.287	29.63	18.92
6.288	28.78	18.99
6.289	27.93	19.05
6.290	27.07	19.10
6.291	26.23	19.15
6.292	25.39	19.18
6.293	24.57	19.21
6.294	23.77	19.23
6.295	23.00	19.24
6.296	22.25	19.25
6.297	21.54	19.26
6.298	20.86	19.26
6.299	20.21	19.25
6.300	19.60	19.24
6.301	19.03	19.22
6.302	18.50	19.21
6.303	18.01	19.18
6.304	17.56	19.16
6.305	17.15	19.13
6.306	16.78	19.10
6.307	16.44	19.06
6.308	16.14	19.02
6.309	15.87	18.98
6.310	15.64	18.94
6.311	15.44	18.89
6.312	15.26	18.83
6.313	15.11	18.77
6.314	14.98	18.71
6.315	14.87	18.64
6.316	14.78	18.57
6.317	14.70	18.49
6.318	14.64	18.41
6.319	14.59	18.32
6.320	14.55	18.22
6.321	14.51	18.12
6.322	14.47	18.01
6.323	14.43	17.90
6.324	14.38	17.78
6.325	14.31	17.66
6.326	14.24	17.53
6.327	14.16	17.40
6.328	14.07	17.26
6.329	13.99	17.13
6.330	13.90	16.99
6.331	13.81	16.86
6.332	13.72	16.73
6.333	13.63	16.60
6.334	13.55	16.47
6.335	13.48	16.36
6.336	13.41	16.25
6.337	13.34	16.15
6.338	13.29	16.07
6.339	13.24	15.99
6.340	13.20	15.93
6.341	13.18	15.89
6.342	13.16	15.85
6.343	13.16	15.83
6.344	13.17	15.83
6.345	13.19	15.84
6.346	13.22	15.87
6.347	13.26	15.91
6.348	13.30	15.96
6.349	13.36	16.03
6.350	13.42	16.12
6.351	13.48	16.22
6.352	13.56	16.33
6.353	13.63	16.44
6.354	13.71	16.57
6.355	13.80	16.71
6.356	13.89	16.84
6.357	13.99	16.98
6.358	14.09	17.13
6.359	14.19	17.26
6.360	14.30	17.40
6.361	14.41	17.53
6.362	14.52	17.65
6.363	14.64	17.76
6.364	14.74	17.86
6.365	14.85	17.94
6.366	14.94	18.01
6.367	15.03	18.06
6.368	15.10	18.10
6.369	15.15	18.11
6.370	15.19	18.10
6.371	15.22	18.07
6.372	15.23	18.02
6.373	15.23	17.94
6.374	15.23	17.84
6.375	15.21	17.72
6.376	15.19	17.57
6.377	15.16	17.39
6.378	15.13	17.20
6.379	15.10	16.98
6.380	15.07	16.74
6.381	15.05	16.48
6.382	15.03	16.21
6.383	15.03	15.92
6.384	15.03	15.61
6.385	15.05	15.30
6.386	15.08	14.97
6.387	15.13	14.64
6.388	15.19	14.29
6.389	15.27	13.95
6.390	15.37	13.60
6.391	15.49	13.26
6.392	15.63	12.91
6.393	15.79	12.57
6.394	15.98	12.24
6.395	16.18	11.92
6.396	16.42	11.61
6.397	16.67	11.31
6.398	16.95	11.03
6.399	17.25	10.76
6.400	17.57	10.51
6.401	17.91	10.27
6.402	18.26	10.05
6.403	18.63	9.86
6.404	19.01	9.67
6.405	19.40	9.51
6.406	19.79	9.37
6.407	20.18	9.25
6.408	20.56	9.14
6.409	20.94	9.06
6.410	21.31	8.99
6.411	21.65	8.93
6.412	21.97	8.90
6.413	22.26	8.88
6.414	22.51	8.88
6.415	22.74	8.89
6.416	22.92	8.92
6.417	23.07	8.96
6.418	23.17	9.02
6.419	23.23	9.09
6.420	23.24	9.17
6.421	23.22	9.27
6.422	23.15	9.37
6.423	23.06	9.48
6.424	22.93	9.60
6.425	22.79	9.72
6.426	22.61	9.85
6.427	22.42	9.98
6.428	22.22	10.10
6.429	22.01	10.23
6.430	21.78	10.35
6.431	21.56	10.48
6.432	21.32	10.60
6.433	21.09	10.73
6.434	20.86	10.85
6.435	20.64	10.98
6.436	20.43	11.11
6.437	20.22	11.23
6.438	20.03	11.36
6.439	19.84	11.50
6.440	19.67	11.63
6.441	19.52	11.76
6.442	19.38	11.90
6.443	19.25	12.04
6.444	19.13	12.18
6.445	19.02	12.31
6.446	18.92	12.45
6.447	18.83	12.59
6.448	18.74	12.72
6.449	18.65	12.85
6.450	18.56	12.98
6.451	18.46	13.11
6.452	18.36	13.23
6.453	18.24	13.35
6.454	18.10	13.47
6.455	17.95	13.58
6.456	17.78	13.69
6.457	17.58	13.80
6.458	17.36	13.90
6.459	17.12	14.01
6.460	16.86	14.12
6.461	16.58	14.23
6.462	16.28	14.33
6.463	15.97	14.44
6.464	15.64	14.54
6.465	15.29	14.65
6.466	14.94	14.75
6.467	14.58	14.84
6.468	14.20	14.94
6.469	13.82	15.03
6.470	13.43	15.12
6.471	13.03	15.21
6.472	12.62	15.29
6.473	12.20	15.37
6.474	11.77	15.45
6.475	11.33	15.53
6.476	10.89	15.60
6.477	10.43	15.67
6.478	9.96	15.74
6.479	9.48	15.80
6.480	9.00	15.85
6.481	8.52	15.90
6.482	8.03	15.93
6.483	7.54	15.97
6.484	7.05	15.99
6.485	6.57	16.01
6.486	6.09	16.02
6.487	5.62	16.02
6.488	5.17	16.02
6.489	4.72	16.01
6.490	4.30	15.99
6.491	3.88	15.98
6.492	3.49	15.95
6.493	3.11	15.92
6.494	2.75	15.89
6.495	2.42	15.85
6.496	2.10	15.81
6.497	1.80	15.77
6.498	1.53	15.73
6.499	1.28	15.69
6.500	1.05	15.65
6.501	0.85	15.61
6.502	0.67	15.57
6.503	0.51	15.54
6.504	0.37	15.52
6.505	0.25	15.50
6.506	0.16	15.49
6.507	0.09	15.49
6.508	0.04	15.49
6.509	0.01	15.50
6.510	0.00	15.52
6.511	0.02	15.55
6.512	0.06	15.59
6.513	0.13	15.63
6.514	0.23	15.68
6.515	0.36	15.73
6.516	0.51	15.78
6.517	0.70	15.84
6.518	0.91	15.91
6.519	1.16	15.97
6.520	1.43	16.04
6.521	1.74	16.12
6.522	2.08	16.19
6.523	2.45	16.27
6.524	2.85	16.35
6.525	3.28	16.43
6.526	3.75	16.52
6.527	4.24	16.61
6.528	4.76	16.70
6.529	5.31	16.80
6.530	5.89	16.89
6.531	6.49	16.98
6.532	7.12	17.07
6.533	7.77	17.16
6.534	8.45	17.24
6.535	9.14	17.31
6.536	9.85	17.38
6.537	10.57	17.43
6.538	11.30	17.48
6.539	12.05	17.52
6.540	12.80	17.55
6.541	13.56	17.57
6.542	14.32	17.57
6.543	15.08	17.56
6.544	15.85	17.54
6.545	16.62	17.50
6.546	17.39	17.45
6.547	18.16	17.39
6.548	18.94	17.31
6.549	19.72	17.22
6.550	20.50	17.11
6.551	21.28	16.99
6.552	22.05	16.85
6.553	22.82	16.70
6.554	23.57	16.53
6.555	24.32	16.34
6.556	25.04	16.13
6.557	25.75	15.91
6.558	26.43	15.67
6.559	27.08	15.42
6.560	27.69	15.15
6.561	28.27	14.87
6.562	28.80	14.59
6.563	29.29	14.29
6.564	29.74	13.99
6.565	30.15	13.68
6.566	30.53	13.36
6.567	30.86	13.03
6.568	31.17	12.70
6.569	31.43	12.36
6.570	31.66	12.02
6.571	31.86	11.67
6.572	32.01	11.33
6.573	32.13	10.98
6.574	32.22	10.64
6.575	32.26	10.30
6.576	32.27	9.96
6.577	32.24	9.64
6.578	32.16	9.32
6.579	32.05	9.01
6.580	31.89	8.71
6.581	31.69	8.42
6.582	31.46	8.14
6.583	31.19	7.87
6.584	30.89	7.61
6.585	30.57	7.36
6.586	30.23	7.13
6.587	29.87	6.91
6.588	29.50	6.69
6.589	29.12	6.49
6.590	28.73	6.30
6.591	28.33	6.12
6.592	27.94	5.96
6.593	27.53	5.80
6.594	27.13	5.65
6.595	26.74	5.52
6.596	26.34	5.40
6.597	25.96	5.29
6.598	25.58	5.19
6.599	25.21	5.10
6.600	24.86	5.02
6.601	24.53	4.95
6.602	24.22	4.89
6.603	23.94	4.85
6.604	23.67	4.81
6.605	23.44	4.79
6.606	23.23	4.79
6.607	23.05	4.80
6.608	22.89	4.82
6.609	22.76	4.86
6.610	22.66	4.92
6.611	22.58	4.98
6.612	22.51	5.07
6.613	22.47	5.16
6.614	22.44	5.28
6.615	22.43	5.40
6.616	22.42	5.55
6.617	22.42	5.70
6.618	22.44	5.87
6.619	22.47	6.05
6.620	22.52	6.24
6.621	22.59	6.45
